epoch,loss,MAP
1,0.0681707113981247,0.6167304411955921
2,0.07961703091859818,0.650779737982859
3,0.023063454777002335,0.5970321522036379
4,0.08008220791816711,0.639081104811743
5,0.05317407473921776,0.6286195808174112
6,0.05765650048851967,0.6267301736164415
7,0.025175346061587334,0.6105030737774501
8,0.09731833636760712,0.5993158461028747
9,0.022205257788300514,0.6088991121674622
10,0.014108484610915184,0.6266419356737306
11,0.03860959783196449,0.6353037172311315
12,0.020339274778962135,0.606641120871867
13,0.02208895795047283,0.6036994922555962
14,0.08578283339738846,0.6505949025760946
15,0.05314560979604721,0.6223220860265843
16,0.0497325174510479,0.614908611137353
17,0.04159262403845787,0.5747609990578738
18,0.042549848556518555,0.6377262294656274
19,0.03614754602313042,0.6352623538730469
20,0.06749298423528671,0.6396931337180787
21,0.06925777345895767,0.635560008691037
22,0.18239185214042664,0.5841055756173638
23,0.24181069433689117,0.6343558558762455
24,0.012978307902812958,0.6533117178561549
25,0.04237901419401169,0.624669961723987
26,0.05012959614396095,0.6384392996463955
27,0.010933720506727695,0.6520008033110856
28,0.08484618365764618,0.6210063134491062
29,0.0494193509221077,0.6274530700617368
30,0.04029548913240433,0.6507236260247454
31,0.04738102853298187,0.6341211756762841
32,0.023270126432180405,0.6606731288607015
33,0.022206522524356842,0.6601828337483276
34,0.03931267932057381,0.6232372817074263
35,0.054591499269008636,0.6457336048791273
36,0.022254198789596558,0.6764640941224749
37,0.04750163480639458,0.6632670357956678
38,0.03606759011745453,0.667632826458282
39,0.030801106244325638,0.6289588282800697
40,0.021744579076766968,0.6754501703275754
41,0.02775760553777218,0.702463169475286
42,0.03527960926294327,0.6451408561368899
43,0.015039128251373768,0.672933228944697
44,0.19095942378044128,0.6769343343648528
45,0.060569677501916885,0.6948427443329486
46,0.02349838614463806,0.6827502304930065
47,0.1361008584499359,0.7152770151573916
48,0.08069682121276855,0.6823670608613723
49,0.03756134212017059,0.6668999877112058
50,0.04373392090201378,0.6908060810918145
51,0.01796836592257023,0.7060929239246153
52,0.05616623908281326,0.7028485457704421
53,0.14707589149475098,0.7241647051251533
54,0.0164621751755476,0.7218403593634228
55,0.03115171380341053,0.7149284791564094
56,0.061865195631980896,0.7094013103682744
57,0.016550788655877113,0.739666645672705
58,0.0346594974398613,0.6967998397511934
59,0.020782213658094406,0.6704055159300726
60,0.06039000675082207,0.7148764241813873
61,0.041515279561281204,0.7419476925127237
62,0.024512939155101776,0.7158756970866109
63,0.05241355299949646,0.7403117092653759
64,0.014052432030439377,0.7301379144282995
65,0.041794631630182266,0.7255234513393602
66,0.04063810780644417,0.7307109192216318
67,0.02435709536075592,0.7513049872305222
68,0.06653843820095062,0.7465507637995412
69,0.028766082599759102,0.7387948169751877
70,0.061980683356523514,0.7340412718473303
71,0.044065482914447784,0.7270011097814162
72,0.03790877014398575,0.7568070207527866
73,0.06995348632335663,0.751885238712342
74,0.07096271961927414,0.7571397128913339
75,0.02562834694981575,0.7510797254061291
76,0.017512105405330658,0.7605625047392226
77,0.046475850045681,0.7612205759271953
78,0.01142907701432705,0.7637606085039547
79,0.06178290396928787,0.7703919245651094
80,0.04099132865667343,0.761899396711388
81,0.04720446467399597,0.7587607796722873
82,0.02323990687727928,0.7791202229343445
83,0.055067453533411026,0.7727564790973765
84,0.02039068564772606,0.7633777364331797
85,0.07868349552154541,0.7765483129056354
86,0.034573983401060104,0.7635395505692428
87,0.03166833892464638,0.7545091874658091
88,0.022822478786110878,0.7681806035698682
89,0.028903160244226456,0.7596666104316165
90,0.020764049142599106,0.7719113529681261
91,0.018676793202757835,0.7713938890616114
92,0.03984489291906357,0.7678903359291834
93,0.017308223992586136,0.7820786897056702
94,0.011377583257853985,0.7766693991611319
95,0.02248302660882473,0.7736892054769797
96,0.020376525819301605,0.7718078029770782
97,0.024833375588059425,0.7711391482079482
98,0.013483106158673763,0.7672917385588403
99,0.032004956156015396,0.7780993697250937
100,0.007493196986615658,0.7735401970986604
