epoch,loss,MAP
1,0.3571602702140808,0.037463266377161096
2,0.09204652160406113,0.08754939347832089
3,0.13585886359214783,0.09374940441212228
4,0.09056536108255386,0.15484970275096974
5,0.1286376416683197,0.19601121062143922
6,0.24286359548568726,0.19884401513655517
7,0.03348274156451225,0.22962875473735014
8,0.04589514806866646,0.2920579023867527
9,0.17362263798713684,0.2648168242066844
10,0.04816247522830963,0.31335844235855526
11,0.06535739451646805,0.36348841106051755
12,0.07645170390605927,0.3400445217778716
13,0.0478777214884758,0.36897976145151706
14,0.020144592970609665,0.3470697794986505
15,0.05657461658120155,0.30764637402487005
16,0.03399907797574997,0.4038153954781407
17,0.05281154066324234,0.40132497014173196
18,0.09637996554374695,0.34528928764185385
19,0.024868976324796677,0.3632436820571998
20,0.041091714054346085,0.3949093313286315
21,0.035574428737163544,0.43054252367191936
22,0.09375044703483582,0.45796975479700097
23,0.02104191482067108,0.4056425524449656
24,0.07640328258275986,0.4399505501339589
25,0.05472594499588013,0.45240755749768913
26,0.021186385303735733,0.44164897618133325
27,0.07037612050771713,0.4292006505553021
28,0.08868876844644547,0.4513247259242883
29,0.05688730627298355,0.5143780584723507
30,0.018437666818499565,0.4711516976796595
31,0.15418852865695953,0.5280904946242495
32,0.027592714875936508,0.4780883535620642
33,0.07096166163682938,0.38280388570988616
34,0.06961231678724289,0.5161278845181652
35,0.12556493282318115,0.43545815730226073
36,0.08998732268810272,0.537371839446667
37,0.021324703469872475,0.48451158811839734
38,0.06328675150871277,0.5062646062689895
39,0.09020476043224335,0.492257761823335
40,0.12352436780929565,0.4944414801258315
41,0.02978859841823578,0.4826599520365179
42,0.08724816143512726,0.5155603500243766
43,0.025581713765859604,0.5399175400170545
44,0.03200078383088112,0.5322339022511049
45,0.14198026061058044,0.4912477358179742
46,0.05892651528120041,0.5553777989356421
47,0.10591673851013184,0.5006874287859878
48,0.02010704018175602,0.5118429741365358
49,0.0787527859210968,0.48887424090662923
50,0.08608456701040268,0.5102691335414125
51,0.02348477393388748,0.5223204172848428
52,0.013719938695430756,0.5092213890741875
53,0.12411423772573471,0.47778532868307605
54,0.04956718906760216,0.514070307681959
55,0.03412666171789169,0.5513520576924957
56,0.04469645023345947,0.5335665844722881
57,0.04694051295518875,0.553076908449315
58,0.08044356107711792,0.5750041292096445
59,0.012796932831406593,0.5518139399251849
60,0.06369822472333908,0.5188809516509063
61,0.021257618442177773,0.5469913771598969
62,0.06096295267343521,0.5709706376683936
63,0.0714377760887146,0.5207794886582665
64,0.052085261791944504,0.5685522028693708
65,0.04747471958398819,0.550494866611738
66,0.03573410585522652,0.5545437363890492
67,0.03956321254372597,0.560599320220543
68,0.012499194592237473,0.5128799340153749
69,0.04204907268285751,0.5771039083239965
70,0.09421178698539734,0.4924947490170896
71,0.027847934514284134,0.5618168120198406
72,0.017973311245441437,0.5737034817084097
73,0.033034637570381165,0.5826136393950061
74,0.04827272891998291,0.5750088646154312
75,0.0529245063662529,0.623419772675222
76,0.1932099163532257,0.5782715437109429
77,0.04955996572971344,0.5394878239398806
78,0.05225464701652527,0.5864122308592353
79,0.12926334142684937,0.5882354991440599
80,0.03207189217209816,0.5581590129111581
81,0.054477378726005554,0.5787147959517902
82,0.018145455047488213,0.5852094279662359
83,0.07294628769159317,0.5998090845729499
84,0.09263837337493896,0.5961981502743174
85,0.047414928674697876,0.5905913341740496
86,0.04222485423088074,0.5790538420594875
87,0.01656966842710972,0.5816119116298901
88,0.05267142131924629,0.5549082662528526
