epoch,loss,MAP
1,0.36601629853248596,0.047194927687799315
2,0.11140448600053787,0.07667093474946167
3,0.058486297726631165,0.11297412681110726
4,0.10755360126495361,0.12997800511197194
5,0.1096142828464508,0.18225432904287
6,0.042795196175575256,0.21468419460023574
7,0.06646230071783066,0.24922615062444742
8,0.07023898512125015,0.283454812430325
9,0.06659118086099625,0.2689619846306217
10,0.05923464149236679,0.23932731777452426
11,0.10428264737129211,0.32925411038490976
12,0.06015217676758766,0.3305963879822186
13,0.04825250431895256,0.34664858591219944
14,0.0606197789311409,0.3944756887889709
15,0.09507931023836136,0.3731138227213195
16,0.08720853924751282,0.3584682591184233
17,0.052364759147167206,0.4004064661245285
18,0.037679050117731094,0.4201449245830966
19,0.03096989169716835,0.4025164225828438
20,0.05006418749690056,0.40841045229503203
21,0.05907931923866272,0.4463697161528504
22,0.11534567922353745,0.4251888293956484
23,0.22333215177059174,0.43052281980158924
24,0.0533781498670578,0.4566705784954414
25,0.07835628092288971,0.473536923781826
26,0.016528360545635223,0.5120443277924247
27,0.1482577621936798,0.48635805714269204
28,0.03885782137513161,0.4942318724191144
29,0.09423225373029709,0.49207954080859473
30,0.06413813680410385,0.48839244399729537
31,0.01879167929291725,0.46165817712708745
32,0.11927659809589386,0.46630202963849765
33,0.09133567661046982,0.5163539595173959
34,0.0676170140504837,0.47990480106269784
35,0.04682755097746849,0.5380535625701537
36,0.015602017752826214,0.5469513785297754
37,0.012153993360698223,0.5058610582536724
38,0.059797435998916626,0.5265795477164608
39,0.054170139133930206,0.5292915253380814
40,0.061770692467689514,0.49753066137283786
41,0.04749269783496857,0.5190059882721194
42,0.15923652052879333,0.521659846788832
43,0.01958891563117504,0.48054567292954703
44,0.049239885061979294,0.5298542013991958
45,0.28059661388397217,0.5164333428718073
46,0.023721741512417793,0.5322880079212324
47,0.09257599711418152,0.5556405938639868
48,0.08691609650850296,0.5660940547592603
49,0.09525839239358902,0.5692012502641055
50,0.12372921407222748,0.5632672382191916
51,0.04757571592926979,0.4778368601322597
52,0.04689110070466995,0.5514178346877531
53,0.0733611136674881,0.5666146813797536
54,0.03339560702443123,0.5600640758127934
55,0.050844475626945496,0.5976388285472437
56,0.08809150010347366,0.5646615097408754
57,0.05580584704875946,0.5699319754221395
58,0.16161516308784485,0.560631696062943
59,0.014538378454744816,0.5385318288373607
60,0.038852233439683914,0.5738402297087455
61,0.08186402916908264,0.5429580506800952
62,0.029551899060606956,0.5810973171861342
63,0.02122066542506218,0.5814668109971837
64,0.0939093828201294,0.5691030174402743
65,0.05446561425924301,0.5585263425977265
66,0.10364383459091187,0.5879700977036775
67,0.053016386926174164,0.5745756762541523
68,0.014930274337530136,0.5561869145208131
69,0.025435050949454308,0.580074727084743
70,0.017939791083335876,0.5996713052151494
71,0.040284402668476105,0.5611643709012605
72,0.08198964595794678,0.5987728102717471
73,0.052834127098321915,0.5821428142302403
74,0.05317625775933266,0.5650462652334791
75,0.05176522955298424,0.5931008011231884
76,0.08182770013809204,0.6146650386551056
77,0.1928665041923523,0.6104298921718462
78,0.03108709491789341,0.5627190527842888
79,0.030498599633574486,0.5632194945926381
80,0.06822284311056137,0.6186841256320517
81,0.08431026339530945,0.53893564019567
82,0.060509856790304184,0.5706807581789526
83,0.033460505306720734,0.573825821791695
84,0.029089096933603287,0.6042496111366238
85,0.027672238647937775,0.5658535328852587
86,0.08168511092662811,0.58044612823492
87,0.057588547468185425,0.5944977857089737
88,0.027899181470274925,0.5935222520972919
89,0.04578395187854767,0.6340047217084257
90,0.07616415619850159,0.6309861261744466
91,0.08390215039253235,0.5970048970140226
92,0.09897497296333313,0.5596376090705926
93,0.01989859715104103,0.5786039738388271
94,0.02613709308207035,0.6151652917061228
95,0.04968621954321861,0.6049058490254102
96,0.02124323882162571,0.5857372361911215
97,0.057081811130046844,0.6396436256938332
98,0.05433693528175354,0.6259632868500782
99,0.03998395428061485,0.6041770026071468
100,0.03641124814748764,0.6376237467049781
101,0.12969645857810974,0.6802531338218147
102,0.03610174357891083,0.6830461055398925
103,0.047082580626010895,0.6983654583754145
104,0.03859509155154228,0.6991498131114241
105,0.029338130727410316,0.7010864568712315
106,0.03280766308307648,0.6967276856026912
107,0.057631392031908035,0.7024663719793409
108,0.02519785426557064,0.7151682264998143
109,0.05391240119934082,0.7106785029547384
110,0.06391915678977966,0.7043977425730437
111,0.01960662566125393,0.71342972561749
112,0.024471793323755264,0.7264888886193842
113,0.018813667818903923,0.7257338752980453
114,0.057502441108226776,0.7203574251152739
115,0.03580307215452194,0.7270068093477973
116,0.015198125503957272,0.7398773279238338
117,0.0253875982016325,0.7337211233338443
